Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol
JCP2022_800781,10331,B3GNT3
JCP2022_800782,79369,B3GNT4
JCP2022_800783,84002,B3GNT5
JCP2022_800784,192134,B3GNT6
JCP2022_800785,93010,B3GNT7
JCP2022_800786,374907,B3GNT8
JCP2022_800787,84752,B3GNT9
JCP2022_800788,146712,B3GNTL1
JCP2022_800789,2583,B4GALNT1
JCP2022_800790,124872,B4GALNT2
JCP2022_800791,283358,B4GALNT3
JCP2022_800792,338707,B4GALNT4
JCP2022_800793,2683,B4GALT1
JCP2022_800794,8704,B4GALT2
JCP2022_800795,8703,B4GALT3
JCP2022_800796,8702,B4GALT4
JCP2022_800797,9334,B4GALT5
JCP2022_800798,9331,B4GALT6
JCP2022_800799,11285,B4GALT7
JCP2022_800800,11041,B4GAT1
JCP2022_800801,570,BAAT
JCP2022_800802,23621,BACE1
JCP2022_800803,25825,BACE2
JCP2022_800804,571,BACH1
JCP2022_800805,60468,BACH2
JCP2022_800806,572,BAD
JCP2022_800807,573,BAG1
JCP2022_800808,9532,BAG2
JCP2022_800809,9531,BAG3
JCP2022_800810,9530,BAG4
JCP2022_800811,9529,BAG5
JCP2022_800812,22893,BAHD1
JCP2022_800813,10458,BAIAP2
JCP2022_800814,578,BAK1
JCP2022_800815,8314,BAP1
JCP2022_800816,580,BARD1
JCP2022_800817,56751,BARHL1
JCP2022_800818,343472,BARHL2
JCP2022_800819,56033,BARX1
JCP2022_800820,8538,BARX2
JCP2022_800821,10538,BATF
JCP2022_800822,55509,BATF3
JCP2022_800823,581,BAX
JCP2022_800824,11177,BAZ1A
JCP2022_800825,9031,BAZ1B
JCP2022_800826,11176,BAZ2A
JCP2022_800827,29994,BAZ2B
JCP2022_800828,8424,BBOX1
JCP2022_800829,56987,BBX
JCP2022_800830,4059,BCAM
JCP2022_800831,55973,BCAP29
JCP2022_800832,10286,BCAS2
JCP2022_800833,586,BCAT1
JCP2022_800834,587,BCAT2
JCP2022_800835,590,BCHE
JCP2022_800836,593,BCKDHA
JCP2022_800837,594,BCKDHB
JCP2022_800838,10295,BCKDK
JCP2022_800839,53335,BCL11A
JCP2022_800840,64919,BCL11B
JCP2022_800841,596,BCL2
JCP2022_800842,597,BCL2A1
JCP2022_800843,598,BCL2L1
JCP2022_800844,10017,BCL2L10
JCP2022_800845,10018,BCL2L11
JCP2022_800846,23786,BCL2L13
JCP2022_800847,79370,BCL2L14
JCP2022_800848,599,BCL2L2
JCP2022_800849,602,BCL3
JCP2022_800850,604,BCL6
JCP2022_800851,255877,BCL6B
JCP2022_800852,9774,BCLAF1
JCP2022_800853,53630,BCO1
JCP2022_800854,83875,BCO2
JCP2022_800855,54880,BCOR
JCP2022_800856,613,BCR
JCP2022_800857,617,BCS1L
JCP2022_800858,622,BDH1
JCP2022_800859,56898,BDH2
JCP2022_800860,623,BDKRB1
JCP2022_800861,624,BDKRB2
JCP2022_800862,627,BDNF
JCP2022_800863,55814,BDP1
JCP2022_800864,8678,BECN1
JCP2022_800865,57596,BEGAIN
JCP2022_800866,7439,BEST1
JCP2022_800867,54831,BEST2
JCP2022_800868,144453,BEST3
JCP2022_800869,266675,BEST4
JCP2022_800870,51283,BFAR
JCP2022_800871,168620,BHLHA15
JCP2022_800872,727857,BHLHA9
JCP2022_800873,27319,BHLHE22
JCP2022_800874,128408,BHLHE23
JCP2022_800875,8553,BHLHE40
JCP2022_800876,79365,BHLHE41
JCP2022_800877,635,BHMT
JCP2022_800878,23743,BHMT2
JCP2022_800879,637,BID
JCP2022_800880,329,BIRC2
JCP2022_800881,330,BIRC3
JCP2022_800882,332,BIRC5
JCP2022_800883,57448,BIRC6
JCP2022_800884,79444,BIRC7
JCP2022_800885,112401,BIRC8
JCP2022_800886,640,BLK
JCP2022_800887,641,BLM
JCP2022_800888,642,BLMH
JCP2022_800889,644,BLVRA
JCP2022_800890,645,BLVRB
JCP2022_800891,8548,BLZF1
JCP2022_800892,648,BMI1
JCP2022_800893,649,BMP1
JCP2022_800894,9210,BMP15
JCP2022_800895,650,BMP2
JCP2022_800896,55589,BMP2K
JCP2022_800897,651,BMP3
JCP2022_800898,652,BMP4
JCP2022_800899,653,BMP5
JCP2022_800900,654,BMP6
JCP2022_800901,655,BMP7
JCP2022_800902,656,BMP8B
JCP2022_800903,657,BMPR1A
JCP2022_800904,658,BMPR1B
JCP2022_800905,659,BMPR2
JCP2022_800906,660,BMX
JCP2022_800907,646,BNC1
JCP2022_800908,54796,BNC2
JCP2022_800909,662,BNIP1
JCP2022_800910,663,BNIP2
JCP2022_800911,664,BNIP3
JCP2022_800912,66037,BOLL
JCP2022_800913,669,BPGM
JCP2022_800914,670,BPHL
JCP2022_800915,671,BPI
JCP2022_800916,10380,BPNT1
JCP2022_800917,2186,BPTF
JCP2022_800918,673,BRAF
JCP2022_800919,8315,BRAP
JCP2022_800920,672,BRCA1
JCP2022_800921,675,BRCA2
JCP2022_800922,79184,BRCC3
JCP2022_800923,6046,BRD2
JCP2022_800924,8019,BRD3
JCP2022_800925,23476,BRD4
JCP2022_800926,10902,BRD8
JCP2022_800927,676,BRDT
JCP2022_800928,2972,BRF1
JCP2022_800929,55290,BRF2
JCP2022_800930,83990,BRIP1
JCP2022_800931,7862,BRPF1
JCP2022_800932,27154,BRPF3
JCP2022_800933,680,BRS3
JCP2022_800934,84446,BRSK1
JCP2022_800935,9024,BRSK2
JCP2022_800936,54014,BRWD1
JCP2022_800937,7809,BSND
JCP2022_800938,683,BST1
JCP2022_800939,390259,BSX
JCP2022_800940,9044,BTAF1
JCP2022_800941,121551,BTBD11
JCP2022_800942,22903,BTBD3
JCP2022_800943,686,BTD
JCP2022_800944,689,BTF3
JCP2022_800945,694,BTG1
JCP2022_800946,7832,BTG2
JCP2022_800947,695,BTK
JCP2022_800948,696,BTN1A1
JCP2022_800949,8945,BTRC
JCP2022_800950,699,BUB1
JCP2022_800951,701,BUB1B
JCP2022_800952,9184,BUB3
JCP2022_800953,8896,BUD31
JCP2022_800954,9689,BZW1
JCP2022_800955,28969,BZW2
JCP2022_800956,56652,C10orf2
JCP2022_800957,118611,C10orf90
JCP2022_800958,284099,C17orf78
JCP2022_800959,56913,C1GALT1
JCP2022_800960,10485,C1orf61
JCP2022_800961,715,C1R
JCP2022_800962,51279,C1RL
JCP2022_800963,716,C1S
JCP2022_800964,717,C2
JCP2022_800965,719,C3AR1
JCP2022_800966,727,C5
JCP2022_800967,728,C5AR1
JCP2022_800968,27202,C5AR2
JCP2022_800969,733,C8G
JCP2022_800970,84909,C9orf3
JCP2022_800971,759,CA1
JCP2022_800972,56934,CA10
JCP2022_800973,770,CA11
JCP2022_800974,771,CA12
JCP2022_800975,377677,CA13
JCP2022_800976,23632,CA14
JCP2022_800977,760,CA2
JCP2022_800978,761,CA3
JCP2022_800979,762,CA4
JCP2022_800980,763,CA5A
JCP2022_800981,11238,CA5B
JCP2022_800982,765,CA6
JCP2022_800983,766,CA7
JCP2022_800984,767,CA8
JCP2022_800985,768,CA9
JCP2022_800986,773,CACNA1A
JCP2022_800987,774,CACNA1B
JCP2022_800988,775,CACNA1C
JCP2022_800989,776,CACNA1D
JCP2022_800990,777,CACNA1E
JCP2022_800991,778,CACNA1F
JCP2022_800992,8913,CACNA1G
JCP2022_800993,8912,CACNA1H
JCP2022_800994,8911,CACNA1I
JCP2022_800995,779,CACNA1S
JCP2022_800996,781,CACNA2D1
JCP2022_800997,9254,CACNA2D2
JCP2022_800998,55799,CACNA2D3
JCP2022_800999,93589,CACNA2D4
JCP2022_801000,782,CACNB1
JCP2022_801001,783,CACNB2
JCP2022_801002,784,CACNB3
JCP2022_801003,785,CACNB4
JCP2022_801004,786,CACNG1
JCP2022_801005,10369,CACNG2
JCP2022_801006,10368,CACNG3
JCP2022_801007,27092,CACNG4
JCP2022_801008,27091,CACNG5
JCP2022_801009,59285,CACNG6
JCP2022_801010,59284,CACNG7
JCP2022_801011,59283,CACNG8
JCP2022_801012,143384,CACUL1
JCP2022_801013,790,CAD
JCP2022_801014,57658,CALCOCO1
JCP2022_801015,10241,CALCOCO2
JCP2022_801016,799,CALCR
JCP2022_801017,10203,CALCRL
JCP2022_801018,255022,CALHM1
JCP2022_801019,801,CALM1
JCP2022_801020,805,CALM2
JCP2022_801021,808,CALM3
JCP2022_801022,811,CALR
JCP2022_801023,8536,CAMK1
JCP2022_801024,57118,CAMK1D
JCP2022_801025,57172,CAMK1G
JCP2022_801026,815,CAMK2A
JCP2022_801027,816,CAMK2B
JCP2022_801028,817,CAMK2D
JCP2022_801029,818,CAMK2G
JCP2022_801030,814,CAMK4
JCP2022_801031,84254,CAMKK1
JCP2022_801032,10645,CAMKK2
JCP2022_801033,79012,CAMKV
JCP2022_801034,23261,CAMTA1
JCP2022_801035,55832,CAND1
JCP2022_801036,23066,CAND2
JCP2022_801037,124583,CANT1
JCP2022_801038,823,CAPN1
JCP2022_801039,11132,CAPN10
JCP2022_801040,11131,CAPN11
JCP2022_801041,147968,CAPN12
JCP2022_801042,92291,CAPN13
JCP2022_801043,440854,CAPN14
JCP2022_801044,6650,CAPN15
JCP2022_801045,824,CAPN2
JCP2022_801046,825,CAPN3
JCP2022_801047,726,CAPN5
JCP2022_801048,827,CAPN6
JCP2022_801049,23473,CAPN7
JCP2022_801050,388743,CAPN8
JCP2022_801051,10753,CAPN9
JCP2022_801052,84290,CAPNS2
JCP2022_801053,29775,CARD10
JCP2022_801054,84433,CARD11
JCP2022_801055,22900,CARD8
JCP2022_801056,79800,CARF
JCP2022_801057,10498,CARM1
JCP2022_801058,833,CARS
JCP2022_801059,64921,CASD1
JCP2022_801060,8573,CASK
JCP2022_801061,843,CASP10
JCP2022_801062,23581,CASP14
JCP2022_801063,835,CASP2
JCP2022_801064,836,CASP3
JCP2022_801065,837,CASP4
JCP2022_801066,838,CASP5
JCP2022_801067,839,CASP6
JCP2022_801068,840,CASP7
JCP2022_801069,841,CASP8
JCP2022_801070,9994,CASP8AP2
JCP2022_801071,842,CASP9
JCP2022_801072,846,CASR
JCP2022_801073,54897,CASZ1
JCP2022_801074,847,CAT
JCP2022_801075,117144,CATSPER1
JCP2022_801076,117155,CATSPER2
JCP2022_801077,347732,CATSPER3
JCP2022_801078,378807,CATSPER4
JCP2022_801079,79820,CATSPERB
JCP2022_801080,257062,CATSPERD
JCP2022_801081,57828,CATSPERG
JCP2022_801082,857,CAV1
JCP2022_801083,859,CAV3
JCP2022_801084,9139,CBFA2T2
JCP2022_801085,863,CBFA2T3
JCP2022_801086,865,CBFB
JCP2022_801087,867,CBL
JCP2022_801088,868,CBLB
JCP2022_801089,23624,CBLC
JCP2022_801090,79872,CBLL1
JCP2022_801091,873,CBR1
JCP2022_801092,874,CBR3
JCP2022_801093,84869,CBR4
JCP2022_801094,84733,CBX2
JCP2022_801095,8535,CBX4
JCP2022_801096,23492,CBX7
JCP2022_801097,57332,CBX8
JCP2022_801098,54862,CC2D1A
JCP2022_801099,886,CCKAR
JCP2022_801100,887,CCKBR
JCP2022_801101,6357,CCL13
JCP2022_801102,6358,CCL14
JCP2022_801103,6364,CCL20
JCP2022_801104,6354,CCL7
JCP2022_801105,8900,CCNA1
JCP2022_801106,890,CCNA2
JCP2022_801107,891,CCNB1
JCP2022_801108,57820,CCNB1IP1
JCP2022_801109,9133,CCNB2
JCP2022_801110,85417,CCNB3
JCP2022_801111,892,CCNC
JCP2022_801112,595,CCND1
JCP2022_801113,894,CCND2
JCP2022_801114,896,CCND3
JCP2022_801115,898,CCNE1
JCP2022_801116,9134,CCNE2
JCP2022_801117,899,CCNF
JCP2022_801118,900,CCNG1
JCP2022_801119,901,CCNG2
JCP2022_801120,902,CCNH
JCP2022_801121,10983,CCNI
JCP2022_801122,10309,CCNO
JCP2022_801123,904,CCNT1
JCP2022_801124,905,CCNT2
JCP2022_801125,1230,CCR1
JCP2022_801126,2826,CCR10
JCP2022_801127,1232,CCR3
JCP2022_801128,1233,CCR4
JCP2022_801129,1234,CCR5
JCP2022_801130,1235,CCR6
JCP2022_801131,1236,CCR7
JCP2022_801132,1237,CCR8
JCP2022_801133,10803,CCR9
JCP2022_801134,9034,CCRL2
JCP2022_801135,9973,CCS
JCP2022_801136,10576,CCT2
JCP2022_801137,7203,CCT3
JCP2022_801138,10575,CCT4
JCP2022_801139,22948,CCT5
JCP2022_801140,908,CCT6A
JCP2022_801141,10693,CCT6B
JCP2022_801142,10574,CCT7
JCP2022_801143,10694,CCT8
JCP2022_801144,929,CD14
JCP2022_801145,11126,CD160
JCP2022_801146,9332,CD163
JCP2022_801147,283316,CD163L1
JCP2022_801148,914,CD2
JCP2022_801149,51744,CD244
JCP2022_801150,919,CD247
JCP2022_801151,939,CD27
JCP2022_801152,940,CD28
JCP2022_801153,10871,CD300C
JCP2022_801154,9936,CD302
JCP2022_801155,948,CD36
JCP2022_801156,952,CD38
JCP2022_801157,915,CD3D
JCP2022_801158,917,CD3G
JCP2022_801159,958,CD40
JCP2022_801160,921,CD5
JCP2022_801161,922,CD5L
JCP2022_801162,923,CD6
JCP2022_801163,969,CD69
JCP2022_801164,971,CD72
JCP2022_801165,972,CD74
JCP2022_801166,973,CD79A
JCP2022_801167,974,CD79B
JCP2022_801168,942,CD86
JCP2022_801169,22918,CD93
JCP2022_801170,978,CDA
JCP2022_801171,81602,CDADC1
JCP2022_801172,8556,CDC14A
JCP2022_801173,8555,CDC14B
JCP2022_801174,8697,CDC23
JCP2022_801175,993,CDC25A
JCP2022_801176,994,CDC25B
JCP2022_801177,995,CDC25C
JCP2022_801178,997,CDC34
JCP2022_801179,998,CDC42
JCP2022_801180,8476,CDC42BPA
JCP2022_801181,9578,CDC42BPB
JCP2022_801182,55561,CDC42BPG
JCP2022_801183,56990,CDC42SE2
JCP2022_801184,988,CDC5L
JCP2022_801185,990,CDC6
JCP2022_801186,8317,CDC7
JCP2022_801187,83461,CDCA3
JCP2022_801188,1014,CDH16
JCP2022_801189,1015,CDH17
JCP2022_801190,64072,CDH23
JCP2022_801191,10423,CDIPT
JCP2022_801192,983,CDK1
JCP2022_801193,8558,CDK10
JCP2022_801194,728642,CDK11A
JCP2022_801195,984,CDK11B
JCP2022_801196,51755,CDK12
JCP2022_801197,8621,CDK13
JCP2022_801198,5218,CDK14
JCP2022_801199,65061,CDK15
JCP2022_801200,5127,CDK16
JCP2022_801201,5128,CDK17
JCP2022_801202,5129,CDK18
JCP2022_801203,23097,CDK19
JCP2022_801204,1017,CDK2
JCP2022_801205,23552,CDK20
JCP2022_801206,8099,CDK2AP1
JCP2022_801207,1018,CDK3
JCP2022_801208,1019,CDK4
JCP2022_801209,1020,CDK5
JCP2022_801210,8851,CDK5R1
JCP2022_801211,8941,CDK5R2
JCP2022_801212,51654,CDK5RAP1
JCP2022_801213,1021,CDK6
JCP2022_801214,1022,CDK7
JCP2022_801215,1024,CDK8
JCP2022_801216,1025,CDK9
JCP2022_801217,8814,CDKL1
JCP2022_801218,8999,CDKL2
JCP2022_801219,51265,CDKL3
JCP2022_801220,344387,CDKL4
JCP2022_801221,6792,CDKL5
JCP2022_801222,1029,CDKN2A
JCP2022_801223,1033,CDKN3
JCP2022_801224,1036,CDO1
JCP2022_801225,1040,CDS1
JCP2022_801226,8760,CDS2
JCP2022_801227,1044,CDX1
JCP2022_801228,1045,CDX2
JCP2022_801229,1046,CDX4
JCP2022_801230,124359,CDYL2
JCP2022_801231,1050,CEBPA
JCP2022_801232,1051,CEBPB
JCP2022_801233,1052,CEBPD
JCP2022_801234,1053,CEBPE
JCP2022_801235,1054,CEBPG
JCP2022_801236,10153,CEBPZ
JCP2022_801237,51816,CECR1
JCP2022_801238,27439,CECR6
JCP2022_801239,1056,CEL
JCP2022_801240,1990,CELA1
JCP2022_801241,63036,CELA2A
JCP2022_801242,51032,CELA2B
JCP2022_801243,10136,CELA3A
JCP2022_801244,23436,CELA3B
JCP2022_801245,10658,CELF1
JCP2022_801246,11189,CELF3
JCP2022_801247,56853,CELF4
JCP2022_801248,9620,CELSR1
JCP2022_801249,1952,CELSR2
JCP2022_801250,1951,CELSR3
JCP2022_801251,1059,CENPB
JCP2022_801252,1062,CENPE
JCP2022_801253,95681,CEP41
JCP2022_801254,10390,CEPT1
JCP2022_801255,51148,CERCAM
JCP2022_801256,64781,CERK
JCP2022_801257,375298,CERKL
JCP2022_801258,29956,CERS2
JCP2022_801259,204219,CERS3
JCP2022_801260,79603,CERS4
JCP2022_801261,91012,CERS5
JCP2022_801262,253782,CERS6
JCP2022_801263,1066,CES1
JCP2022_801264,8824,CES2
JCP2022_801265,23491,CES3
JCP2022_801266,283848,CES4A
JCP2022_801267,221223,CES5A
JCP2022_801268,1068,CETN1
JCP2022_801269,1071,CETP
JCP2022_801270,629,CFB
JCP2022_801271,1675,CFD
JCP2022_801272,3426,CFI
JCP2022_801273,8837,CFLAR
JCP2022_801274,1080,CFTR
JCP2022_801275,8545,CGGBP1
JCP2022_801276,10668,CGRRF1
JCP2022_801277,9023,CH25H
JCP2022_801278,1103,CHAT
JCP2022_801279,54927,CHCHD3
JCP2022_801280,1105,CHD1
JCP2022_801281,9557,CHD1L
JCP2022_801282,1106,CHD2
JCP2022_801283,1108,CHD4
JCP2022_801284,26038,CHD5
JCP2022_801285,84181,CHD6
JCP2022_801286,55636,CHD7
JCP2022_801287,57680,CHD8
JCP2022_801288,80205,CHD9
JCP2022_801289,55349,CHDH
JCP2022_801290,1111,CHEK1
JCP2022_801291,11200,CHEK2
JCP2022_801292,55743,CHFR
JCP2022_801293,1116,CHI3L1
JCP2022_801294,1117,CHI3L2
JCP2022_801295,27159,CHIA
JCP2022_801296,66005,CHID1
JCP2022_801297,1118,CHIT1
JCP2022_801298,1119,CHKA
JCP2022_801299,1120,CHKB
JCP2022_801300,1121,CHM
JCP2022_801301,1122,CHML
JCP2022_801302,79586,CHPF
JCP2022_801303,54480,CHPF2
JCP2022_801304,56994,CHPT1
JCP2022_801305,54108,CHRAC1
JCP2022_801306,89832,CHRFAM7A
JCP2022_801307,1128,CHRM1
JCP2022_801308,1129,CHRM2
JCP2022_801309,1131,CHRM3
JCP2022_801310,1132,CHRM4
JCP2022_801311,1133,CHRM5
JCP2022_801312,1134,CHRNA1
JCP2022_801313,57053,CHRNA10
JCP2022_801314,1135,CHRNA2
JCP2022_801315,1137,CHRNA4
JCP2022_801316,1138,CHRNA5
JCP2022_801317,8973,CHRNA6
JCP2022_801318,1139,CHRNA7
JCP2022_801319,55584,CHRNA9
JCP2022_801320,1140,CHRNB1
JCP2022_801321,1141,CHRNB2
JCP2022_801322,1142,CHRNB3
JCP2022_801323,1143,CHRNB4
JCP2022_801324,1144,CHRND
JCP2022_801325,1145,CHRNE
JCP2022_801326,1146,CHRNG
JCP2022_801327,9486,CHST10
JCP2022_801328,50515,CHST11
JCP2022_801329,55501,CHST12
JCP2022_801330,166012,CHST13
JCP2022_801331,113189,CHST14
JCP2022_801332,51363,CHST15
JCP2022_801333,9435,CHST2
JCP2022_801334,9469,CHST3
JCP2022_801335,10164,CHST4
JCP2022_801336,23563,CHST5
JCP2022_801337,4166,CHST6
JCP2022_801338,56548,CHST7
JCP2022_801339,64377,CHST8
JCP2022_801340,83539,CHST9
JCP2022_801341,22856,CHSY1
JCP2022_801342,337876,CHSY3
JCP2022_801343,1147,CHUK
JCP2022_801344,91612,CHURC1
JCP2022_801345,9391,CIAO1
JCP2022_801346,10519,CIB1
JCP2022_801347,10518,CIB2
JCP2022_801348,23152,CIC
JCP2022_801349,4261,CIITA
JCP2022_801350,8483,CILP
JCP2022_801351,9541,CIR1
JCP2022_801352,1154,CISH
JCP2022_801353,11113,CIT
JCP2022_801354,4435,CITED1
JCP2022_801355,10370,CITED2
JCP2022_801356,163732,CITED4
JCP2022_801357,25792,CIZ1
JCP2022_801358,1152,CKB
JCP2022_801359,1158,CKM
JCP2022_801360,548596,CKMT1A
JCP2022_801361,1159,CKMT1B
JCP2022_801362,1160,CKMT2
JCP2022_801363,1164,CKS2
JCP2022_801364,1178,CLC
JCP2022_801365,1179,CLCA1
JCP2022_801366,9635,CLCA2
JCP2022_801367,22802,CLCA4
JCP2022_801368,23529,CLCF1
JCP2022_801369,1180,CLCN1
JCP2022_801370,1181,CLCN2
JCP2022_801371,1182,CLCN3
JCP2022_801372,1183,CLCN4
JCP2022_801373,1184,CLCN5
JCP2022_801374,1185,CLCN6
JCP2022_801375,1186,CLCN7
JCP2022_801376,1187,CLCNKA
JCP2022_801377,1188,CLCNKB
JCP2022_801378,10686,CLDN16
JCP2022_801379,1364,CLDN4
JCP2022_801380,6320,CLEC11A
JCP2022_801381,51267,CLEC1A
JCP2022_801382,51266,CLEC1B
JCP2022_801383,29121,CLEC2D
JCP2022_801384,1047,CLGN
JCP2022_801385,1192,CLIC1
JCP2022_801386,1193,CLIC2
JCP2022_801387,9022,CLIC3
JCP2022_801388,25932,CLIC4
JCP2022_801389,53405,CLIC5
JCP2022_801390,54102,CLIC6
JCP2022_801391,1195,CLK1
JCP2022_801392,1196,CLK2
JCP2022_801393,1198,CLK3
JCP2022_801394,57396,CLK4
JCP2022_801395,9575,CLOCK
JCP2022_801396,8192,CLPP
JCP2022_801397,64084,CLSTN2
JCP2022_801398,23277,CLUH
JCP2022_801399,171425,CLYBL
JCP2022_801400,1215,CMA1
JCP2022_801401,55907,CMAS
JCP2022_801402,134147,CMBL
JCP2022_801403,1240,CMKLR1
JCP2022_801404,51727,CMPK1
JCP2022_801405,129607,CMPK2
JCP2022_801406,7555,CNBP
JCP2022_801407,84735,CNDP1
JCP2022_801408,55748,CNDP2
JCP2022_801409,1259,CNGA1
JCP2022_801410,1260,CNGA2
JCP2022_801411,1261,CNGA3
JCP2022_801412,1262,CNGA4
JCP2022_801413,1258,CNGB1
JCP2022_801414,54714,CNGB3
JCP2022_801415,4848,CNOT2
JCP2022_801416,4849,CNOT3
JCP2022_801417,4850,CNOT4
JCP2022_801418,246175,CNOT6L
JCP2022_801419,29883,CNOT7
JCP2022_801420,9337,CNOT8
JCP2022_801421,1267,CNP
JCP2022_801422,1268,CNR1
JCP2022_801423,1269,CNR2
JCP2022_801424,1270,CNTF
JCP2022_801425,1271,CNTFR
JCP2022_801426,1272,CNTN1
JCP2022_801427,27255,CNTN6
JCP2022_801428,8506,CNTNAP1
JCP2022_801429,26047,CNTNAP2
JCP2022_801430,11064,CNTRL
JCP2022_801431,80347,COASY
JCP2022_801432,25839,COG4
JCP2022_801433,10087,COL4A3BP
JCP2022_801434,100532731,COMMD3-BMI1
JCP2022_801435,1312,COMT
JCP2022_801436,118881,COMTD1
JCP2022_801437,9318,COPS2
JCP2022_801438,10987,COPS5
JCP2022_801439,10980,COPS6
JCP2022_801440,27235,COQ2
JCP2022_801441,51805,COQ3
JCP2022_801442,84274,COQ5
JCP2022_801443,51004,COQ6
JCP2022_801444,10699,CORIN
JCP2022_801445,79585,CORO7
JCP2022_801446,1352,COX10
JCP2022_801447,1353,COX11
JCP2022_801448,1355,COX15
JCP2022_801449,10063,COX17
JCP2022_801450,1327,COX4I1
JCP2022_801451,84701,COX4I2
JCP2022_801452,9377,COX5A
JCP2022_801453,1329,COX5B
JCP2022_801454,1337,COX6A1
JCP2022_801455,1340,COX6B1
JCP2022_801456,125965,COX6B2
JCP2022_801457,1345,COX6C
JCP2022_801458,1347,COX7A2
JCP2022_801459,9167,COX7A2L
JCP2022_801460,1350,COX7C
JCP2022_801461,1351,COX8A
JCP2022_801462,341947,COX8C
JCP2022_801463,1356,CP
JCP2022_801464,1357,CPA1
JCP2022_801465,1358,CPA2
JCP2022_801466,1359,CPA3
JCP2022_801467,51200,CPA4
JCP2022_801468,93979,CPA5
JCP2022_801469,57094,CPA6
JCP2022_801470,1360,CPB1
JCP2022_801471,1361,CPB2
JCP2022_801472,1362,CPD
JCP2022_801473,1363,CPE
JCP2022_801474,1368,CPM
JCP2022_801475,1369,CPN1
JCP2022_801476,1370,CPN2
JCP2022_801477,8895,CPNE3
JCP2022_801478,27132,CPNE7
JCP2022_801479,130749,CPO
JCP2022_801480,1371,CPOX
JCP2022_801481,55313,CPPED1
JCP2022_801482,10404,CPQ
JCP2022_801483,1373,CPS1
JCP2022_801484,1374,CPT1A
JCP2022_801485,1375,CPT1B
JCP2022_801486,126129,CPT1C
JCP2022_801487,1376,CPT2
JCP2022_801488,54504,CPVL
JCP2022_801489,119587,CPXM2
JCP2022_801490,8532,CPZ
JCP2022_801491,1381,CRABP1
JCP2022_801492,1382,CRABP2
JCP2022_801493,1384,CRAT
JCP2022_801494,1385,CREB1
JCP2022_801495,10488,CREB3
JCP2022_801496,90993,CREB3L1
JCP2022_801497,64764,CREB3L2
JCP2022_801498,84699,CREB3L3
JCP2022_801499,148327,CREB3L4
JCP2022_801500,9586,CREB5
JCP2022_801501,1387,CREBBP
JCP2022_801502,1389,CREBL2
JCP2022_801503,153222,CREBRF
JCP2022_801504,58487,CREBZF
JCP2022_801505,8804,CREG1
JCP2022_801506,1390,CREM
JCP2022_801507,1392,CRH
JCP2022_801508,1394,CRHR1
JCP2022_801509,1395,CRHR2
JCP2022_801510,1399,CRKL
JCP2022_801511,54675,CRLS1
JCP2022_801512,1400,CRMP1
JCP2022_801513,54677,CROT
JCP2022_801514,23373,CRTC1
JCP2022_801515,1406,CRX
JCP2022_801516,1407,CRY1
JCP2022_801517,1408,CRY2
JCP2022_801518,1428,CRYM
JCP2022_801519,1429,CRYZ
JCP2022_801520,9946,CRYZL1
JCP2022_801521,1431,CS
JCP2022_801522,51380,CSAD
JCP2022_801523,7812,CSDE1
JCP2022_801524,1434,CSE1L
JCP2022_801525,1435,CSF1
JCP2022_801526,1437,CSF2
JCP2022_801527,1440,CSF3
JCP2022_801528,1441,CSF3R
JCP2022_801529,55790,CSGALNACT1
JCP2022_801530,55454,CSGALNACT2
JCP2022_801531,1445,CSK
JCP2022_801532,1452,CSNK1A1
JCP2022_801533,122011,CSNK1A1L
JCP2022_801534,1453,CSNK1D
JCP2022_801535,1454,CSNK1E
JCP2022_801536,53944,CSNK1G1
JCP2022_801537,1455,CSNK1G2
JCP2022_801538,1456,CSNK1G3
JCP2022_801539,1457,CSNK2A1
JCP2022_801540,1459,CSNK2A2
JCP2022_801541,283106,CSNK2A3
JCP2022_801542,1460,CSNK2B
JCP2022_801543,64651,CSRNP1
JCP2022_801544,81566,CSRNP2
JCP2022_801545,80034,CSRNP3
JCP2022_801546,8530,CST7
JCP2022_801547,1475,CSTA
JCP2022_801548,1476,CSTB
JCP2022_801549,1487,CTBP1
JCP2022_801550,1488,CTBP2
JCP2022_801551,1486,CTBS
JCP2022_801552,10664,CTCF
JCP2022_801553,140690,CTCFL
JCP2022_801554,9150,CTDP1
JCP2022_801555,58190,CTDSP1
JCP2022_801556,10106,CTDSP2
JCP2022_801557,1490,CTGF
JCP2022_801558,1491,CTH
JCP2022_801559,1499,CTNNB1
JCP2022_801560,56259,CTNNBL1
JCP2022_801561,1497,CTNS
JCP2022_801562,1503,CTPS1
JCP2022_801563,56474,CTPS2
JCP2022_801564,1504,CTRB1
JCP2022_801565,11330,CTRC
JCP2022_801566,1506,CTRL
JCP2022_801567,5476,CTSA
JCP2022_801568,1508,CTSB
JCP2022_801569,1075,CTSC
JCP2022_801570,1509,CTSD
JCP2022_801571,1510,CTSE
JCP2022_801572,8722,CTSF
JCP2022_801573,1511,CTSG
JCP2022_801574,1512,CTSH
JCP2022_801575,1513,CTSK
JCP2022_801576,1514,CTSL
JCP2022_801577,1519,CTSO
JCP2022_801578,1520,CTSS
JCP2022_801579,1515,CTSV
JCP2022_801580,1521,CTSW
JCP2022_801581,1522,CTSZ
JCP2022_801582,8029,CUBN
JCP2022_801583,8454,CUL1
