Metadata_JCP2022,Metadata_NCBI_Gene_ID,Metadata_Symbol
JCP2022_803885,23566,LPAR3
JCP2022_803886,2846,LPAR4
JCP2022_803887,57121,LPAR5
JCP2022_803888,10161,LPAR6
JCP2022_803889,79888,LPCAT1
JCP2022_803890,9926,LPGAT1
JCP2022_803891,4023,LPL
JCP2022_803892,4025,LPO
JCP2022_803893,9404,LPXN
JCP2022_803894,9227,LRAT
JCP2022_803895,136332,LRGUK
JCP2022_803896,4035,LRP1
JCP2022_803897,26020,LRP10
JCP2022_803898,53353,LRP1B
JCP2022_803899,4036,LRP2
JCP2022_803900,4037,LRP3
JCP2022_803901,4040,LRP6
JCP2022_803902,7804,LRP8
JCP2022_803903,4043,LRPAP1
JCP2022_803904,122769,LRR1
JCP2022_803905,389816,LRRC26
JCP2022_803906,26231,LRRC29
JCP2022_803907,126755,LRRC38
JCP2022_803908,10489,LRRC41
JCP2022_803909,440699,LRRC52
JCP2022_803910,219527,LRRC55
JCP2022_803911,56262,LRRC8A
JCP2022_803912,23507,LRRC8B
JCP2022_803913,84230,LRRC8C
JCP2022_803914,55144,LRRC8D
JCP2022_803915,80131,LRRC8E
JCP2022_803916,9208,LRRFIP1
JCP2022_803917,344657,LRRIQ4
JCP2022_803918,79705,LRRK1
JCP2022_803919,120892,LRRK2
JCP2022_803920,90678,LRSAM1
JCP2022_803921,51599,LSR
JCP2022_803922,4047,LSS
JCP2022_803923,4048,LTA4H
JCP2022_803924,1241,LTB4R
JCP2022_803925,56413,LTB4R2
JCP2022_803926,4055,LTBR
JCP2022_803927,4057,LTF
JCP2022_803928,4058,LTK
JCP2022_803929,26046,LTN1
JCP2022_803930,206338,LVRN
JCP2022_803931,254773,LYG2
JCP2022_803932,4067,LYN
JCP2022_803933,10434,LYPLA1
JCP2022_803934,11313,LYPLA2
JCP2022_803935,127018,LYPLAL1
JCP2022_803936,1130,LYST
JCP2022_803937,4069,LYZ
JCP2022_803938,84569,LYZL1
JCP2022_803939,131375,LYZL4
JCP2022_803940,57151,LYZL6
JCP2022_803941,54585,LZTFL1
JCP2022_803942,8216,LZTR1
JCP2022_803943,11178,LZTS1
JCP2022_803944,4074,M6PR
JCP2022_803945,346389,MACC1
JCP2022_803946,4085,MAD2L1
JCP2022_803947,10459,MAD2L2
JCP2022_803948,8567,MADD
JCP2022_803949,4094,MAF
JCP2022_803950,389692,MAFA
JCP2022_803951,9935,MAFB
JCP2022_803952,23764,MAFF
JCP2022_803953,4097,MAFG
JCP2022_803954,7975,MAFK
JCP2022_803955,9223,MAGI1
JCP2022_803956,9863,MAGI2
JCP2022_803957,260425,MAGI3
JCP2022_803958,4117,MAK
JCP2022_803959,10892,MALT1
JCP2022_803960,9794,MAML1
JCP2022_803961,55534,MAML3
JCP2022_803962,4121,MAN1A1
JCP2022_803963,10905,MAN1A2
JCP2022_803964,11253,MAN1B1
JCP2022_803965,57134,MAN1C1
JCP2022_803966,4124,MAN2A1
JCP2022_803967,4122,MAN2A2
JCP2022_803968,4125,MAN2B1
JCP2022_803969,23324,MAN2B2
JCP2022_803970,4123,MAN2C1
JCP2022_803971,4126,MANBA
JCP2022_803972,4128,MAOA
JCP2022_803973,4129,MAOB
JCP2022_803974,55201,MAP1S
JCP2022_803975,4133,MAP2
JCP2022_803976,5604,MAP2K1
JCP2022_803977,5605,MAP2K2
JCP2022_803978,5606,MAP2K3
JCP2022_803979,6416,MAP2K4
JCP2022_803980,5607,MAP2K5
JCP2022_803981,5608,MAP2K6
JCP2022_803982,5609,MAP2K7
JCP2022_803983,4214,MAP3K1
JCP2022_803984,4294,MAP3K10
JCP2022_803985,4296,MAP3K11
JCP2022_803986,7786,MAP3K12
JCP2022_803987,9175,MAP3K13
JCP2022_803988,9020,MAP3K14
JCP2022_803989,389840,MAP3K15
JCP2022_803990,80122,MAP3K19
JCP2022_803991,10746,MAP3K2
JCP2022_803992,4215,MAP3K3
JCP2022_803993,4216,MAP3K4
JCP2022_803994,4217,MAP3K5
JCP2022_803995,9064,MAP3K6
JCP2022_803996,6885,MAP3K7
JCP2022_803997,1326,MAP3K8
JCP2022_803998,4293,MAP3K9
JCP2022_803999,11184,MAP4K1
JCP2022_804000,5871,MAP4K2
JCP2022_804001,8491,MAP4K3
JCP2022_804002,9448,MAP4K4
JCP2022_804003,11183,MAP4K5
JCP2022_804004,5594,MAPK1
JCP2022_804005,5602,MAPK10
JCP2022_804006,5600,MAPK11
JCP2022_804007,6300,MAPK12
JCP2022_804008,5603,MAPK13
JCP2022_804009,1432,MAPK14
JCP2022_804010,225689,MAPK15
JCP2022_804011,5595,MAPK3
JCP2022_804012,5596,MAPK4
JCP2022_804013,5597,MAPK6
JCP2022_804014,5598,MAPK7
JCP2022_804015,5599,MAPK8
JCP2022_804016,5601,MAPK9
JCP2022_804017,79109,MAPKAP1
JCP2022_804018,9261,MAPKAPK2
JCP2022_804019,7867,MAPKAPK3
JCP2022_804020,8550,MAPKAPK5
JCP2022_804021,22924,MAPRE3
JCP2022_804022,55016,MARCH1
JCP2022_804023,162333,MARCH10
JCP2022_804024,441061,MARCH11
JCP2022_804025,51257,MARCH2
JCP2022_804026,115123,MARCH3
JCP2022_804027,57574,MARCH4
JCP2022_804028,54708,MARCH5
JCP2022_804029,10299,MARCH6
JCP2022_804030,220972,MARCH8
JCP2022_804031,92979,MARCH9
JCP2022_804032,4082,MARCKS
JCP2022_804033,8685,MARCO
JCP2022_804034,4139,MARK1
JCP2022_804035,2011,MARK2
JCP2022_804036,4140,MARK3
JCP2022_804037,57787,MARK4
JCP2022_804038,4141,MARS
JCP2022_804039,92935,MARS2
JCP2022_804040,4142,MAS1
JCP2022_804041,116511,MAS1L
JCP2022_804042,5648,MASP1
JCP2022_804043,10747,MASP2
JCP2022_804044,22983,MAST1
JCP2022_804045,23139,MAST2
JCP2022_804046,23031,MAST3
JCP2022_804047,375449,MAST4
JCP2022_804048,84930,MASTL
JCP2022_804049,4143,MAT1A
JCP2022_804050,4144,MAT2A
JCP2022_804051,27430,MAT2B
JCP2022_804052,4145,MATK
JCP2022_804053,4149,MAX
JCP2022_804054,4150,MAZ
JCP2022_804055,4152,MBD1
JCP2022_804056,8932,MBD2
JCP2022_804057,8930,MBD4
JCP2022_804058,79143,MBOAT7
JCP2022_804059,8720,MBTPS1
JCP2022_804060,51360,MBTPS2
JCP2022_804061,4157,MC1R
JCP2022_804062,4158,MC2R
JCP2022_804063,4159,MC3R
JCP2022_804064,4160,MC4R
JCP2022_804065,4161,MC5R
JCP2022_804066,27349,MCAT
JCP2022_804067,56922,MCCC1
JCP2022_804068,64087,MCCC2
JCP2022_804069,84693,MCEE
JCP2022_804070,4168,MCF2
JCP2022_804071,23101,MCF2L2
JCP2022_804072,2847,MCHR1
JCP2022_804073,84539,MCHR2
JCP2022_804074,4170,MCL1
JCP2022_804075,4171,MCM2
JCP2022_804076,4172,MCM3
JCP2022_804077,4173,MCM4
JCP2022_804078,4174,MCM5
JCP2022_804079,4175,MCM6
JCP2022_804080,4176,MCM7
JCP2022_804081,84515,MCM8
JCP2022_804082,57192,MCOLN1
JCP2022_804083,255231,MCOLN2
JCP2022_804084,55283,MCOLN3
JCP2022_804085,90550,MCU
JCP2022_804086,4190,MDH1
JCP2022_804087,4191,MDH2
JCP2022_804088,4192,MDK
JCP2022_804089,4193,MDM2
JCP2022_804090,4194,MDM4
JCP2022_804091,23195,MDN1
JCP2022_804092,4199,ME1
JCP2022_804093,4200,ME2
JCP2022_804094,10873,ME3
JCP2022_804095,2122,MECOM
JCP2022_804096,4204,MECP2
JCP2022_804097,51102,MECR
JCP2022_804098,5469,MED1
JCP2022_804099,9968,MED12
JCP2022_804100,9969,MED13
JCP2022_804101,9282,MED14
JCP2022_804102,51586,MED15
JCP2022_804103,10025,MED16
JCP2022_804104,9440,MED17
JCP2022_804105,9477,MED20
JCP2022_804106,9412,MED21
JCP2022_804107,9439,MED23
JCP2022_804108,9862,MED24
JCP2022_804109,9441,MED26
JCP2022_804110,9442,MED27
JCP2022_804111,90390,MED30
JCP2022_804112,29079,MED4
JCP2022_804113,9443,MED7
JCP2022_804114,112950,MED8
JCP2022_804115,4205,MEF2A
JCP2022_804116,100271849,MEF2B
JCP2022_804117,4207,MEF2BNB-MEF2B
JCP2022_804118,4208,MEF2C
JCP2022_804119,4209,MEF2D
JCP2022_804120,4210,MEFV
JCP2022_804121,4211,MEIS1
JCP2022_804122,4212,MEIS2
JCP2022_804123,56917,MEIS3
JCP2022_804124,9833,MELK
JCP2022_804125,4241,MELTF
JCP2022_804126,4221,MEN1
JCP2022_804127,4222,MEOX1
JCP2022_804128,4223,MEOX2
JCP2022_804129,4224,MEP1A
JCP2022_804130,56257,MEPCE
JCP2022_804131,10461,MERTK
JCP2022_804132,55897,MESP1
JCP2022_804133,145873,MESP2
JCP2022_804134,4232,MEST
JCP2022_804135,4233,MET
JCP2022_804136,23173,METAP1
JCP2022_804137,254042,METAP1D
JCP2022_804138,10988,METAP2
JCP2022_804139,4234,METTL1
JCP2022_804140,51603,METTL13
JCP2022_804141,55798,METTL2B
JCP2022_804142,56339,METTL3
JCP2022_804143,29081,METTL5
JCP2022_804144,131965,METTL6
JCP2022_804145,196410,METTL7B
JCP2022_804146,79828,METTL8
JCP2022_804147,92312,MEX3A
JCP2022_804148,84206,MEX3B
JCP2022_804149,51320,MEX3C
JCP2022_804150,399664,MEX3D
JCP2022_804151,9258,MFHAS1
JCP2022_804152,55669,MFN1
JCP2022_804153,9927,MFN2
JCP2022_804154,4242,MFNG
JCP2022_804155,64645,MFSD14A
JCP2022_804156,23269,MGA
JCP2022_804157,8972,MGAM
JCP2022_804158,4245,MGAT1
JCP2022_804159,4247,MGAT2
JCP2022_804160,4248,MGAT3
JCP2022_804161,11320,MGAT4A
JCP2022_804162,11282,MGAT4B
JCP2022_804163,25834,MGAT4C
JCP2022_804164,4249,MGAT5
JCP2022_804165,10724,MGEA5
JCP2022_804166,11343,MGLL
JCP2022_804167,4255,MGMT
JCP2022_804168,23295,MGRN1
JCP2022_804169,4257,MGST1
JCP2022_804170,4258,MGST2
JCP2022_804171,4259,MGST3
JCP2022_804172,57534,MIB1
JCP2022_804173,142678,MIB2
JCP2022_804174,9645,MICAL2
JCP2022_804175,4277,MICB
JCP2022_804176,4281,MID1
JCP2022_804177,11043,MID2
JCP2022_804178,50488,MINK1
JCP2022_804179,9562,MINPP1
JCP2022_804180,55586,MIOX
JCP2022_804181,4284,MIP
JCP2022_804182,4285,MIPEP
JCP2022_804183,4286,MITF
JCP2022_804184,83881,MIXL1
JCP2022_804185,57591,MKL1
JCP2022_804186,57496,MKL2
JCP2022_804187,8569,MKNK1
JCP2022_804188,2872,MKNK2
JCP2022_804189,23608,MKRN1
JCP2022_804190,23609,MKRN2
JCP2022_804191,7681,MKRN3
JCP2022_804192,283078,MKX
JCP2022_804193,4292,MLH1
JCP2022_804194,27030,MLH3
JCP2022_804195,197259,MLKL
JCP2022_804196,4298,MLLT1
JCP2022_804197,8028,MLLT10
JCP2022_804198,4302,MLLT6
JCP2022_804199,2862,MLNR
JCP2022_804200,6945,MLX
JCP2022_804201,22877,MLXIP
JCP2022_804202,51085,MLXIPL
JCP2022_804203,23417,MLYCD
JCP2022_804204,166785,MMAA
JCP2022_804205,326625,MMAB
JCP2022_804206,4311,MME
JCP2022_804207,79258,MMEL1
JCP2022_804208,4312,MMP1
JCP2022_804209,4319,MMP10
JCP2022_804210,4320,MMP11
JCP2022_804211,4321,MMP12
JCP2022_804212,4322,MMP13
JCP2022_804213,4323,MMP14
JCP2022_804214,4324,MMP15
JCP2022_804215,4325,MMP16
JCP2022_804216,4327,MMP19
JCP2022_804217,4313,MMP2
JCP2022_804218,9313,MMP20
JCP2022_804219,118856,MMP21
JCP2022_804220,8510,MMP23B
JCP2022_804221,10893,MMP24
JCP2022_804222,64386,MMP25
JCP2022_804223,56547,MMP26
JCP2022_804224,64066,MMP27
JCP2022_804225,79148,MMP28
JCP2022_804226,4314,MMP3
JCP2022_804227,4316,MMP7
JCP2022_804228,4317,MMP8
JCP2022_804229,4318,MMP9
JCP2022_804230,64210,MMS19
JCP2022_804231,4330,MN1
JCP2022_804232,4331,MNAT1
JCP2022_804233,4335,MNT
JCP2022_804234,3110,MNX1
JCP2022_804235,55034,MOCOS
JCP2022_804236,4338,MOCS2
JCP2022_804237,27304,MOCS3
JCP2022_804238,116255,MOGAT1
JCP2022_804239,80168,MOGAT2
JCP2022_804240,346606,MOGAT3
JCP2022_804241,7841,MOGS
JCP2022_804242,5891,MOK
JCP2022_804243,27136,MORC1
JCP2022_804244,4342,MOS
JCP2022_804245,4343,MOV10
JCP2022_804246,54456,MOV10L1
JCP2022_804247,26002,MOXD1
JCP2022_804248,54737,MPHOSPH8
JCP2022_804249,4351,MPI
JCP2022_804250,84954,MPND
JCP2022_804251,4353,MPO
JCP2022_804252,4354,MPP1
JCP2022_804253,4355,MPP2
JCP2022_804254,4356,MPP3
JCP2022_804255,58538,MPP4
JCP2022_804256,64398,MPP5
JCP2022_804257,51678,MPP6
JCP2022_804258,143098,MPP7
JCP2022_804259,65258,MPPE1
JCP2022_804260,744,MPPED2
JCP2022_804261,4357,MPST
JCP2022_804262,22808,MRAS
JCP2022_804263,4360,MRC1
JCP2022_804264,9902,MRC2
JCP2022_804265,4361,MRE11A
JCP2022_804266,116512,MRGPRD
JCP2022_804267,116534,MRGPRE
JCP2022_804268,386746,MRGPRG
JCP2022_804269,259249,MRGPRX1
JCP2022_804270,117194,MRGPRX2
JCP2022_804271,117195,MRGPRX3
JCP2022_804272,117196,MRGPRX4
JCP2022_804273,79922,MRM1
JCP2022_804274,29960,MRM2
JCP2022_804275,55178,MRM3
JCP2022_804276,29074,MRPL18
JCP2022_804277,64983,MRPL32
JCP2022_804278,84545,MRPL43
JCP2022_804279,65005,MRPL9
JCP2022_804280,10884,MRPS30
JCP2022_804281,83661,MS4A8
JCP2022_804282,9242,MSC
JCP2022_804283,343930,MSGN1
JCP2022_804284,4436,MSH2
JCP2022_804285,4437,MSH3
JCP2022_804286,4438,MSH4
JCP2022_804287,4439,MSH5
JCP2022_804288,2956,MSH6
JCP2022_804289,55167,MSL2
JCP2022_804290,10943,MSL3
JCP2022_804291,6307,MSMO1
JCP2022_804292,4481,MSR1
JCP2022_804293,4482,MSRA
JCP2022_804294,51734,MSRB1
JCP2022_804295,253827,MSRB3
JCP2022_804296,4485,MST1
JCP2022_804297,11223,MST1L
JCP2022_804298,4486,MST1R
JCP2022_804299,2660,MSTN
JCP2022_804300,4487,MSX1
JCP2022_804301,4488,MSX2
JCP2022_804302,9112,MTA1
JCP2022_804303,9219,MTA2
JCP2022_804304,4507,MTAP
JCP2022_804305,4520,MTF1
JCP2022_804306,22823,MTF2
JCP2022_804307,123263,MTFMT
JCP2022_804308,4522,MTHFD1
JCP2022_804309,25902,MTHFD1L
JCP2022_804310,10797,MTHFD2
JCP2022_804311,4524,MTHFR
JCP2022_804312,10588,MTHFS
JCP2022_804313,4528,MTIF2
JCP2022_804314,219402,MTIF3
JCP2022_804315,4534,MTM1
JCP2022_804316,8776,MTMR1
JCP2022_804317,64419,MTMR14
JCP2022_804318,8898,MTMR2
JCP2022_804319,8897,MTMR3
JCP2022_804320,9110,MTMR4
JCP2022_804321,9107,MTMR6
JCP2022_804322,9108,MTMR7
JCP2022_804323,55613,MTMR8
JCP2022_804324,66036,MTMR9
JCP2022_804325,4543,MTNR1A
JCP2022_804326,4544,MTNR1B
JCP2022_804327,25821,MTO1
JCP2022_804328,2475,MTOR
JCP2022_804329,4548,MTR
JCP2022_804330,9617,MTRF1
JCP2022_804331,54516,MTRF1L
JCP2022_804332,4552,MTRR
JCP2022_804333,4547,MTTP
JCP2022_804334,4580,MTX1
JCP2022_804335,4582,MUC1
JCP2022_804336,79594,MUL1
JCP2022_804337,80198,MUS81
JCP2022_804338,4593,MUSK
JCP2022_804339,4594,MUT
JCP2022_804340,4595,MUTYH
JCP2022_804341,4598,MVK
JCP2022_804342,4599,MX1
JCP2022_804343,4600,MX2
JCP2022_804344,4084,MXD1
JCP2022_804345,83463,MXD3
JCP2022_804346,10608,MXD4
JCP2022_804347,4601,MXI1
JCP2022_804348,4602,MYB
JCP2022_804349,10514,MYBBP1A
JCP2022_804350,4603,MYBL1
JCP2022_804351,4605,MYBL2
JCP2022_804352,4607,MYBPC3
JCP2022_804353,4609,MYC
JCP2022_804354,26292,MYCBP
JCP2022_804355,23077,MYCBP2
JCP2022_804356,4610,MYCL
JCP2022_804357,4613,MYCN
JCP2022_804358,56005,MYDGF
JCP2022_804359,50804,MYEF2
JCP2022_804360,4617,MYF5
JCP2022_804361,4618,MYF6
JCP2022_804362,4619,MYH1
JCP2022_804363,8735,MYH13
JCP2022_804364,4620,MYH2
JCP2022_804365,4621,MYH3
JCP2022_804366,4622,MYH4
JCP2022_804367,4624,MYH6
JCP2022_804368,4625,MYH7
JCP2022_804369,4626,MYH8
JCP2022_804370,4627,MYH9
JCP2022_804371,4634,MYL3
JCP2022_804372,4637,MYL6
JCP2022_804373,58498,MYL7
JCP2022_804374,29116,MYLIP
JCP2022_804375,4638,MYLK
JCP2022_804376,85366,MYLK2
JCP2022_804377,91807,MYLK3
JCP2022_804378,340156,MYLK4
JCP2022_804379,55892,MYNN
JCP2022_804380,4651,MYO10
JCP2022_804381,51168,MYO15A
JCP2022_804382,84700,MYO18B
JCP2022_804383,4640,MYO1A
JCP2022_804384,4643,MYO1E
JCP2022_804385,53904,MYO3A
JCP2022_804386,140469,MYO3B
JCP2022_804387,4644,MYO5A
JCP2022_804388,4645,MYO5B
JCP2022_804389,55930,MYO5C
JCP2022_804390,4646,MYO6
JCP2022_804391,4647,MYO7A
JCP2022_804392,4649,MYO9A
JCP2022_804393,4650,MYO9B
JCP2022_804394,93649,MYOCD
JCP2022_804395,4654,MYOD1
JCP2022_804396,4656,MYOG
JCP2022_804397,339344,MYPOP
JCP2022_804398,745,MYRF
JCP2022_804399,114803,MYSM1
JCP2022_804400,4661,MYT1
JCP2022_804401,23040,MYT1L
JCP2022_804402,7593,MZF1
JCP2022_804403,55728,N4BP2
JCP2022_804404,29104,N6AMT1
JCP2022_804405,8260,NAA10
JCP2022_804406,80155,NAA15
JCP2022_804407,79612,NAA16
JCP2022_804408,51126,NAA20
JCP2022_804409,80218,NAA50
JCP2022_804410,79903,NAA60
JCP2022_804411,27163,NAAA
JCP2022_804412,10003,NAALAD2
JCP2022_804413,10004,NAALADL1
JCP2022_804414,254827,NAALADL2
JCP2022_804415,4664,NAB1
JCP2022_804416,4665,NAB2
JCP2022_804417,112939,NACC1
JCP2022_804418,138151,NACC2
JCP2022_804419,65220,NADK
JCP2022_804420,133686,NADK2
JCP2022_804421,55191,NADSYN1
JCP2022_804422,8883,NAE1
JCP2022_804423,4668,NAGA
JCP2022_804424,55577,NAGK
JCP2022_804425,4669,NAGLU
JCP2022_804426,51172,NAGPA
JCP2022_804427,259232,NALCN
JCP2022_804428,10135,NAMPT
JCP2022_804429,79923,NANOG
JCP2022_804430,140838,NANP
JCP2022_804431,54187,NANS
JCP2022_804432,63908,NAPB
JCP2022_804433,222236,NAPEPLD
JCP2022_804434,9476,NAPSA
JCP2022_804435,26502,NARF
JCP2022_804436,4677,NARS
JCP2022_804437,9,NAT1
JCP2022_804438,55226,NAT10
JCP2022_804439,10,NAT2
JCP2022_804440,24142,NAT6
JCP2022_804441,51471,NAT8B
JCP2022_804442,339983,NAT8L
JCP2022_804443,89796,NAV1
JCP2022_804444,83988,NCALD
JCP2022_804445,342897,NCCRP1
JCP2022_804446,57552,NCEH1
JCP2022_804447,4688,NCF2
JCP2022_804448,4690,NCK1
JCP2022_804449,8440,NCK2
JCP2022_804450,56926,NCLN
JCP2022_804451,8648,NCOA1
JCP2022_804452,10499,NCOA2
JCP2022_804453,8202,NCOA3
JCP2022_804454,8031,NCOA4
JCP2022_804455,23054,NCOA6
JCP2022_804456,9611,NCOR1
JCP2022_804457,9612,NCOR2
JCP2022_804458,9437,NCR1
JCP2022_804459,9436,NCR2
JCP2022_804460,259197,NCR3
JCP2022_804461,23413,NCS1
JCP2022_804462,27158,NDOR1
JCP2022_804463,4693,NDP
JCP2022_804464,10397,NDRG1
JCP2022_804465,57447,NDRG2
JCP2022_804466,57446,NDRG3
JCP2022_804467,65009,NDRG4
JCP2022_804468,3340,NDST1
JCP2022_804469,8509,NDST2
JCP2022_804470,9348,NDST3
JCP2022_804471,64579,NDST4
JCP2022_804472,4694,NDUFA1
JCP2022_804473,4705,NDUFA10
JCP2022_804474,55967,NDUFA12
JCP2022_804475,4695,NDUFA2
JCP2022_804476,4697,NDUFA4
JCP2022_804477,56901,NDUFA4L2
JCP2022_804478,4698,NDUFA5
JCP2022_804479,4700,NDUFA6
JCP2022_804480,4702,NDUFA8
JCP2022_804481,4704,NDUFA9
JCP2022_804482,4706,NDUFAB1
JCP2022_804483,4707,NDUFB1
JCP2022_804484,4716,NDUFB10
JCP2022_804485,4708,NDUFB2
JCP2022_804486,4710,NDUFB4
JCP2022_804487,4711,NDUFB5
JCP2022_804488,4713,NDUFB7
JCP2022_804489,4715,NDUFB9
JCP2022_804490,4718,NDUFC2
JCP2022_804491,4719,NDUFS1
JCP2022_804492,4720,NDUFS2
JCP2022_804493,4722,NDUFS3
JCP2022_804494,4724,NDUFS4
JCP2022_804495,4725,NDUFS5
JCP2022_804496,4726,NDUFS6
JCP2022_804497,374291,NDUFS7
JCP2022_804498,4728,NDUFS8
JCP2022_804499,4723,NDUFV1
JCP2022_804500,4729,NDUFV2
JCP2022_804501,25945,NECTIN3
JCP2022_804502,81607,NECTIN4
JCP2022_804503,4734,NEDD4
JCP2022_804504,23327,NEDD4L
JCP2022_804505,4738,NEDD8
JCP2022_804506,79661,NEIL1
JCP2022_804507,252969,NEIL2
JCP2022_804508,4750,NEK1
JCP2022_804509,152110,NEK10
JCP2022_804510,79858,NEK11
JCP2022_804511,4751,NEK2
JCP2022_804512,4752,NEK3
JCP2022_804513,6787,NEK4
JCP2022_804514,341676,NEK5
JCP2022_804515,10783,NEK6
JCP2022_804516,140609,NEK7
JCP2022_804517,284086,NEK8
JCP2022_804518,91754,NEK9
JCP2022_804519,4745,NELL1
JCP2022_804520,4758,NEU1
JCP2022_804521,10825,NEU3
JCP2022_804522,129807,NEU4
JCP2022_804523,9148,NEURL1
JCP2022_804524,54492,NEURL1B
JCP2022_804525,140825,NEURL2
JCP2022_804526,93082,NEURL3
JCP2022_804527,4760,NEUROD1
JCP2022_804528,4761,NEUROD2
JCP2022_804529,58158,NEUROD4
JCP2022_804530,63974,NEUROD6
JCP2022_804531,4762,NEUROG1
JCP2022_804532,63973,NEUROG2
JCP2022_804533,50674,NEUROG3
JCP2022_804534,4763,NF1
JCP2022_804535,10725,NFAT5
JCP2022_804536,4772,NFATC1
JCP2022_804537,4773,NFATC2
JCP2022_804538,4775,NFATC3
JCP2022_804539,4776,NFATC4
JCP2022_804540,4778,NFE2
JCP2022_804541,4779,NFE2L1
JCP2022_804542,4780,NFE2L2
JCP2022_804543,9603,NFE2L3
JCP2022_804544,4774,NFIA
JCP2022_804545,4781,NFIB
JCP2022_804546,4782,NFIC
JCP2022_804547,4783,NFIL3
JCP2022_804548,4784,NFIX
JCP2022_804549,4790,NFKB1
JCP2022_804550,4791,NFKB2
JCP2022_804551,4793,NFKBIB
JCP2022_804552,4794,NFKBIE
JCP2022_804553,4795,NFKBIL1
JCP2022_804554,64332,NFKBIZ
JCP2022_804555,4798,NFRKB
JCP2022_804556,9054,NFS1
JCP2022_804557,4799,NFX1
JCP2022_804558,152518,NFXL1
JCP2022_804559,4800,NFYA
JCP2022_804560,4801,NFYB
JCP2022_804561,4802,NFYC
JCP2022_804562,4803,NGF
JCP2022_804563,4804,NGFR
JCP2022_804564,55768,NGLY1
JCP2022_804565,79840,NHEJ1
JCP2022_804566,4807,NHLH1
JCP2022_804567,4808,NHLH2
JCP2022_804568,378884,NHLRC1
JCP2022_804569,167359,NIM1K
JCP2022_804570,11188,NISCH
JCP2022_804571,4817,NIT1
JCP2022_804572,56954,NIT2
JCP2022_804573,28512,NKIRAS1
JCP2022_804574,28511,NKIRAS2
JCP2022_804575,55922,NKRF
JCP2022_804576,4820,NKTR
JCP2022_804577,54729,NKX1-1
JCP2022_804578,390010,NKX1-2
JCP2022_804579,7080,NKX2-1
JCP2022_804580,4821,NKX2-2
JCP2022_804581,159296,NKX2-3
JCP2022_804582,1482,NKX2-5
JCP2022_804583,137814,NKX2-6
JCP2022_804584,26257,NKX2-8
JCP2022_804585,4824,NKX3-1
JCP2022_804586,579,NKX3-2
JCP2022_804587,4825,NKX6-1
JCP2022_804588,84504,NKX6-2
JCP2022_804589,157848,NKX6-3
JCP2022_804590,54475,NLE1
JCP2022_804591,22871,NLGN1
JCP2022_804592,57555,NLGN2
JCP2022_804593,54413,NLGN3
JCP2022_804594,57502,NLGN4X
JCP2022_804595,22829,NLGN4Y
JCP2022_804596,51701,NLK
JCP2022_804597,57486,NLN
JCP2022_804598,58484,NLRC4
JCP2022_804599,84166,NLRC5
JCP2022_804600,22861,NLRP1
JCP2022_804601,338322,NLRP10
JCP2022_804602,204801,NLRP11
JCP2022_804603,91662,NLRP12
JCP2022_804604,126204,NLRP13
JCP2022_804605,338323,NLRP14
JCP2022_804606,55655,NLRP2
JCP2022_804607,114548,NLRP3
JCP2022_804608,126205,NLRP8
JCP2022_804609,338321,NLRP9
JCP2022_804610,4829,NMBR
JCP2022_804611,4830,NME1
JCP2022_804612,4831,NME2
JCP2022_804613,4832,NME3
JCP2022_804614,4833,NME4
JCP2022_804615,8382,NME5
JCP2022_804616,10201,NME6
JCP2022_804617,29922,NME7
JCP2022_804618,51314,NME8
JCP2022_804619,347736,NME9
JCP2022_804620,9111,NMI
JCP2022_804621,64802,NMNAT1
JCP2022_804622,23057,NMNAT2
JCP2022_804623,349565,NMNAT3
JCP2022_804624,54981,NMRK1
JCP2022_804625,27231,NMRK2
JCP2022_804626,4836,NMT1
JCP2022_804627,9397,NMT2
JCP2022_804628,10316,NMUR1
JCP2022_804629,56923,NMUR2
JCP2022_804630,4837,NNMT
JCP2022_804631,23530,NNT
JCP2022_804632,135935,NOBOX
JCP2022_804633,25819,NOCT
JCP2022_804634,10392,NOD1
JCP2022_804635,64127,NOD2
JCP2022_804636,4839,NOP2
JCP2022_804637,4842,NOS1
JCP2022_804638,4843,NOS2
JCP2022_804639,4846,NOS3
JCP2022_804640,51070,NOSIP
JCP2022_804641,4851,NOTCH1
JCP2022_804642,4853,NOTCH2
JCP2022_804643,4854,NOTCH3
JCP2022_804644,4855,NOTCH4
JCP2022_804645,4856,NOV
JCP2022_804646,50508,NOX3
JCP2022_804647,50507,NOX4
JCP2022_804648,79400,NOX5
JCP2022_804649,4861,NPAS1
JCP2022_804650,4862,NPAS2
JCP2022_804651,64067,NPAS3
JCP2022_804652,266743,NPAS4
JCP2022_804653,2831,NPBWR1
JCP2022_804654,2832,NPBWR2
JCP2022_804655,4864,NPC1
JCP2022_804656,79716,NPEPL1
JCP2022_804657,9520,NPEPPS
JCP2022_804658,64106,NPFFR1
JCP2022_804659,10886,NPFFR2
JCP2022_804660,7827,NPHS2
JCP2022_804661,80896,NPL
JCP2022_804662,4869,NPM1
JCP2022_804663,4879,NPPB
JCP2022_804664,4881,NPR1
JCP2022_804665,4882,NPR2
JCP2022_804666,4883,NPR3
JCP2022_804667,387129,NPSR1
JCP2022_804668,27020,NPTN
JCP2022_804669,23467,NPTXR
JCP2022_804670,4852,NPY
JCP2022_804671,4886,NPY1R
JCP2022_804672,4887,NPY2R
JCP2022_804673,4889,NPY5R
JCP2022_804674,1728,NQO1
